biog_id	x姓名	성명	name	alt_name	alt_name2	姓貫	office	reference	vol	page	side	notes
E103379	李守仁	이수인	Yi Suin			全義 李	 	安東權氏成化譜	1	11	b	
E103381	申碩孫	신석손	Sin Sŏkson	申石孫			 	安東權氏成化譜	1	11	b	
E103416	李守敬	이수경	Yi Sugyŏng			全義 李	 	安東權氏成化譜	1	11	b	
E103417	李孟壽	이맹수	Yi Maengsu			全義 李		安東權氏成化譜	1	11	b	
E103420	李仲壽	이중수	Yi Chungsu			全義 李		安東權氏成化譜	1	11	b	
E206846	安賢孫	안현손	An Hyŏnson			廣州 安	 	安東權氏成化譜	1	11	b	
E802470	朴訥	박눌	Pak Nul			咸陽 朴		安東權氏成化譜	1	11	b	
E900605	朴緇	박치	Pak Ch'i			春川 朴		安東權氏成化譜	1	11	b	
E900653	李栩	이허	Yi Hŏ			全義 李	 	安東權氏成化譜	1	11	b	
E900926	李守義	이수의	Yi Suŭi			全義 李	 	安東權氏成化譜	1	11	b	
E900935	柳甲孫	유갑손	Yu Kapson				生員	安東權氏成化譜	1	11	b	
E901133	李材	이재	Yi Chae			全義 李	司直	安東權氏成化譜	1	11	b	
EA00794	曺珣	조순	Cho Sun			昌寧 曺	司直	安東權氏成化譜	1	11	b	
EA02822	權以順	권이순	Kwŏn Isun			安東 權	判官	安東權氏成化譜	1	11	b	
EC02653	鄭唐	정당	Chŏng Tang			東萊 鄭	 	安東權氏成化譜	1	11	b	
cd0a3bfa-7c13-4464-8fab-2456542b7d5e	柳長孫	유장손	Yu Changson			晋州 柳		安東權氏成化譜	1	12	a	
D402212	拾得驢	습득려	Sŭp Tŭngnyŏ				 	安東權氏成化譜	1	12	a	
E206849	尹師真	윤사건	Yun Sagŏn	尹師貢	尹師騫	坡平 尹		安東權氏成化譜	1	12	a	
E401440	柳琰	유염	Yu Yŏm			晋州 柳	大提學	安東權氏成化譜	1	12	a	
E401441	柳苯	유분	Yu Pun			晋州 柳	護軍	安東權氏成化譜	1	12	a	
E401442	柳繼源	유계원	Yu Kyewŏn			晋州 柳	上將	安東權氏成化譜	1	12	a	
E401446	柳繼洽	유계흡	Yu Kyehŭp			晋州 柳	護軍	安東權氏成化譜	1	12	a	
E401447	柳繼淙	유계종	Yu Kyejong	柳繼宗		晋州 柳		安東權氏成化譜	1	12	a	
E401451	金龜	김귀련	Kim Kwiryŏn	金龜孫	金龜聯	樂安 金		安東權氏成化譜	1	12	a	
E401454	李種德	이종덕	Yi Chongdŏk			韓山 李		安東權氏成化譜	1	12	a	
E402208	李愼	이신	Yi Sin			全義 李	判事	安東權氏成化譜	1	12	a	
E900012	閔永堅	민영견	Min Yŏnggyŏn	閔永肩		驪興 閔		安東權氏成化譜	1	12	a	
E300461	尹繼謙	윤계겸	Yun Kyegyŏm			坡平 尹		安東權氏成化譜	1	12	b	
E401478	柳瓚	유찬	Yu Ch'an			晋州 柳	少監	安東權氏成化譜	1	12	b	
E401480	金孝芬	김효분	Kim Hyobun			金海 金	府使	安東權氏成化譜	1	12	b	
E401481	金淵	김진손	Kim Chinson	金震孫		金海 金	校理	安東權氏成化譜	1	12	b	
E401485	鄭孝安	정효안	Chŏng Hyoan			晋州 鄭	 	安東權氏成化譜	1	12	b	
E401487	朴元貞	박원정	Pak Wŏnjŏng			竹山 朴		安東權氏成化譜	1	12	b	
E401489	鄭之産	정지산	Chŏng Chisan			晋州 鄭	縣監	安東權氏成化譜	1	12	b	
E401490	鄭云産	정운산	Chŏng Unsan			晋州 鄭	忠贊衛	安東權氏成化譜	1	12	b	
E401495	鄭惟産	정유산	Chŏng Yusan			晋州 鄭	學諭	安東權氏成化譜	1	12	b	
E401496	柳文植	유문식	Yu Munsik	柳之植		晋州 柳	丞	安東權氏成化譜	1	12	b	
E401497	柳阡	유천	Yu Ch'ŏn			晋州 柳	司直	安東權氏成化譜	1	12	b	
E401499	金憓	김혜	Kim Hye			江陵 金	護軍	安東權氏成化譜	1	12	b	
E401505	孫繼恭	손계공	Son Kyegong			密陽 孫	僉知	安東權氏成化譜	1	12	b	
E401507	柳踶	유제	Yu Che			晋州 柳	 	安東權氏成化譜	1	12	b	
EA02236	金永堅	김영견	Kim Yŏnggyŏn			金海 金	承旨	安東權氏成化譜	1	12	b	
EA02238	柳坰	유경	Yu Kyŏng			文化 柳	進士	安東權氏成化譜	1	12	b	
EA02239	金永瑞	김영서	Kim Yŏngsŏ			金海 金	監察	安東權氏成化譜	1	12	b	
EA02260	金永貞	김영정	Kim Yŏngjŏng	金永鼎		金海 金	奉事	安東權氏成化譜	1	12	b	
EA02299	金永純	김영순	Kim Yŏngsun			金海 金	奉事	安東權氏成化譜	1	12	b	
EA02340	鄭誦男	정송남	Chŏng Songnam			晋州 鄭	 	安東權氏成化譜	1	12	b	
EB01086	崔璡	최진	Ch'oe Chin			江陵 崔		安東權氏成化譜	1	12	b	
E100242	朴堅源	박견원	Pak Kyŏnwŏn			順天 朴	護軍	安東權氏成化譜	1	13	a	
E206856	柳承宗	유승종	Yu Sŭngjong			晋州 柳	 	安東權氏成化譜	1	13	a	
E401510	崔有源	최유원	Ch'oe Yuwŏn				少監	安東權氏成化譜	1	13	a	
E401511	崔溱	최진	Ch'oe Chin				 	安東權氏成化譜	1	13	a	
E401513	李長孫	이장손	Yi Changson				 	安東權氏成化譜	1	13	a	
E401515	姜自周	강자주	Kang Chaju				護軍	安東權氏成化譜	1	13	a	
E401517	全仲權	전중권	Chŏn Chunggwŏn	全中權		龍宮 全	郡事	安東權氏成化譜	1	13	a	
E401518	全永孚	전영부	Chŏn Yŏngbu			龍宮 全	進士	安東權氏成化譜	1	13	a	
E401519	全永昌	전영창	Chŏn Yŏngch'ang			龍宮 全	部將	安東權氏成化譜	1	13	a	
E401520	全永齡	전영령	Chŏn Yŏngnyŏng			龍宮 全	佐郞	安東權氏成化譜	1	13	a	
E401521	柳珦	유향	Yu Hyang	柳向		晋州 柳	軍資監	安東權氏成化譜	1	13	a	
E401525	柳之涵	유지함	Yu Chiham			晋州 柳	郡事	安東權氏成化譜	1	13	a	
E401526	柳畦	유휴	Yu Hyu			晋州 柳	護軍	安東權氏成化譜	1	13	a	
E401527	柳疇	유주	Yu Chu			晋州 柳	司直	安東權氏成化譜	1	13	a	
E401528	柳畤	유치	Yu Ch'i			晋州 柳	護軍	安東權氏成化譜	1	13	a	
E401529	柳畯	유준	Yu Chun			晋州 柳	司直	安東權氏成化譜	1	13	a	
E401530	柳之演	유지연	Yu Chiyŏn			晋州 柳	直長	安東權氏成化譜	1	13	a	
E401531	柳英	유영	Yu Yŏng			晋州 柳	司直	安東權氏成化譜	1	13	a	
EA02347	吳仁綱	오인강	O In'gang				萬戶	安東權氏成化譜	1	13	a	
EA02352	金塘	김당	Kim Tang				進士	安東權氏成化譜	1	13	a	
EA02357	李益壽	이익수	Yi Iksu				縣監	安東權氏成化譜	1	13	a	
EA02358	柳石智	유석지	Yu Sŏkchi			晋州 柳	 	安東權氏成化譜	1	13	a	
EA02361	柳羿智	유예지	Yu Yeji			晋州 柳	司直	安東權氏成化譜	1	13	a	
EA02370	丁漢生	정한생	Chŏng Hansaeng				上將	安東權氏成化譜	1	13	a	
EA02374	柳丁淵	유정연	Yu Chŏngyŏn			晋州 柳	司正	安東權氏成化譜	1	13	a	
EA02376	閔緘	민함	Min Ham				引儀	安東權氏成化譜	1	13	a	
E102452	金孟鈞	김맹균	Kim Maenggyun			安山 金		安東權氏成化譜	1	13	b	
E200798	李秀芳	이수방	Yi Subang			全義 李		安東權氏成化譜	1	13	b	
E204600	李蔓孫	이만손	Yi Manson				僉知	安東權氏成化譜	1	13	b	
E204602	李仲孫	이중손	Yi Chungson				僉知	安東權氏成化譜	1	13	b	
E204740	康致諴	강치함	Kang Ch'iham	康致誡		信川 康		安東權氏成化譜	1	13	b	
E401533	李衍義	이연의	Yi Yŏnŭi				司正	安東權氏成化譜	1	13	b	
E401535	康生敏	강생민	Kang Saengmin			信川 康	判官	安東權氏成化譜	1	13	b	
E401536	康耆	강기	Kang Ki			信川 康	監察	安東權氏成化譜	1	13	b	
E401538	崔汲	최급	Ch'oe Kŭp	崔伋		全州 崔	司正	安東權氏成化譜	1	13	b	
E401540	金[心+衣]慎	김회신	Kim Hoesin				縣監	安東權氏成化譜	1	13	b	
E401542	金承考	김승고	Kim Sŭnggo	金承孝			 	安東權氏成化譜	1	13	b	
E401543	柳之漸	유지점	Yu Chijŏm			晋州 柳	司直	安東權氏成化譜	1	13	b	
E401545	李侄	이질	Yi Chil				僉節制使	安東權氏成化譜	1	13	b	
E401548	權尙恭	권상공	Kwŏn Sanggong			安東 權		安東權氏成化譜	1	13	b	
E401554	李仲扶	이중부	Yi Chungbu			淸州 李	司正	安東權氏成化譜	1	13	b	
E401556	具致寬	구치관	Ku Ch'igwan			綾城 具	政丞	安東權氏成化譜	1	13	b	
E500941	具長孫	구장손	Ku Changson			綾城 具	上將	安東權氏成化譜	1	13	b	
E901282	朴輝	박휘	Pak Hwi			咸陽 朴	院正	安東權氏成化譜	1	13	b	
E901283	具經	구경	Ku Kyŏng	具慶		綾城 具		安東權氏成化譜	1	13	b	
EA02382	張季孫	장계손	Chang Kyeson	張繼孫			護軍	安東權氏成化譜	1	13	b	
EA02384	盧自盛	노자성	No Chasŏng				司正 	安東權氏成化譜	1	13	b	
EA02386	康致誠	강치성	Kang Ch'isŏng			信川 康	翰林	安東權氏成化譜	1	13	b	
EA02398	康致謹	강치근	Kang Ch'igŭn			信川 康		安東權氏成化譜	1	13	b	
EA02427	康致諄	강치순	Kang Ch'isun			信川 康		安東權氏成化譜	1	13	b	
EA02431	康致謙	강치겸	Kang Ch'igyŏm			信川 康		安東權氏成化譜	1	13	b	
EA02436	李繼仁	이계인	Yi Kyein				 	安東權氏成化譜	1	13	b	
EA02439	金筆祥	김필상	Kim P'ilsang	金必祥			 	安東權氏成化譜	1	13	b	
E000943	柳益厚	유익후	Yu Ikhu			晋州 柳	監察	安東權氏成化譜	1	14	a	
E200391	趙選	조선	Cho Sŏn			楊州 趙	僉正	安東權氏成化譜	1	14	a	
E401558	李孟孫	이맹손	Yi Maengson			淸州 李	僉知	安東權氏成化譜	1	14	a	
E401559	李叔孫	이숙손	Yi Sukson			淸州 李	 	安東權氏成化譜	1	14	a	
E401560	李貴孫	이귀손	Yi Kwison			淸州 李	護軍	安東權氏成化譜	1	14	a	
E401561	柳之灌	유지관	Yu Chigwan			晋州 柳	縣令	安東權氏成化譜	1	14	a	
E401565	柳垠	유은	Yu Ŭn			晋州 柳	司正	安東權氏成化譜	1	14	a	
E401566	柳岸	유안	Yu An			晋州 柳	司直	安東權氏成化譜	1	14	a	
E901289	權長孫	권장손	Kwŏn Changson			安東 權	倉守	安東權氏成化譜	1	14	a	
EA02454	柳遠楨	유원정	Yu Wŏnjŏng			晋州 柳	上將	安東權氏成化譜	1	14	a	
EA02467	柳永根	유원근	Yu Wŏn'gŭn	柳遠根		晋州 柳	司正	安東權氏成化譜	1	14	a	
EA02469	鄭哲孫	정철손	Chŏng Ch'ŏlson				 	安東權氏成化譜	1	14	a	
EA02473	李紹宗	이소종	Yi Sojong				通贊	安東權氏成化譜	1	14	a	
EA02478	柳遠枝	유원지	Yu Wŏnji			晋州 柳	司直	安東權氏成化譜	1	14	a	
EA02486	柳養源	유양원	Yu Yangwŏn			晋州 柳	司直	安東權氏成化譜	1	14	a	
EA02488	柳漳	유장	Yu Chang			晋州 柳		安東權氏成化譜	1	14	a	
EA02498	柳長源	유장원	Yu Changwŏn			晋州 柳	 	安東權氏成化譜	1	14	a	
EA02502	柳命源	유명원	Yu Myŏngwŏn			晋州 柳		安東權氏成化譜	1	14	a	
D400480	金稛	김균	Kim Kyun			慶州 金	鷄林君	安東權氏成化譜	1	14	b	
E103004	朴笋茂	박순무	Pak Sunmu			咸陽 李	護軍	安東權氏成化譜	1	14	b	
E103544	辛們	신한	Sin Han			寧越 辛	掌令	安東權氏成化譜	1	14	b	
E103545	辛帶犀	신대서	Sin Taesŏ			寧越 辛	直長	安東權氏成化譜	1	14	b	
E103546	辛寶重	신보중	Sin Pojung			寧越 辛	縣監	安東權氏成化譜	1	14	b	
E103547	辛寶童	신보동	Sin Podong	辛寶章		寧越 辛	倉丞	安東權氏成化譜	1	14	b	
E103551	安孝行	안효행	An Hyohaeng			竹山 安	上將	安東權氏成化譜	1	14	b	
E103553	朴實	박실	Pak Sil			咸陽 朴	都摠制	安東權氏成化譜	1	14	b	
E103554	朴以貞	박이정	Pak Ijŏng			咸陽 朴	護軍	安東權氏成化譜	1	14	b	
E103558	張繼宗	장계종	Chang Kyejong				護軍	安東權氏成化譜	1	14	b	
E103559	朴牖	박유	Pak Yu			咸陽 朴	僉節制使	安東權氏成化譜	1	14	b	
E103561	崔敬忠	최경충	Ch'oe Kyŏngch'ung				 	安東權氏成化譜	1	14	b	
E103562	朴蘭	박란	Pak Ran			咸陽 朴	 	安東權氏成化譜	1	14	b	
E103564	許衍	허연	Hŏ Yŏn			陽川 許		安東權氏成化譜	1	14	b	
E103567	金布	김포	Kim P'o				處置使	安東權氏成化譜	1	14	b	
E103569	李英幹	이영간	Yi Yŏnggan			全義 李		安東權氏成化譜	1	14	b	
E203726	李曉東	이효동	Yi Hyodong	李晩東		延安 李		安東權氏成化譜	1	14	b	
E205086	權悅	권열	Kwŏn Yŏl			安東 權		安東權氏成化譜	1	14	b	
E401420	洪璣	홍기	Hong Ki			南陽 洪	典書	安東權氏成化譜	1	14	b	
E401423	洪良仲	홍중량	Hong Chungnyang			南陽 洪	萬戶	安東權氏成化譜	1	14	b	
E401425	李仁安	이인안	Yi Inan				萬戶	安東權氏成化譜	1	14	b	
E401426	洪耄	홍모	Hong Mo			南陽 洪	 	安東權氏成化譜	1	14	b	
E401428	李尹仁	이윤인	Yi Yunin			慶州 李		安東權氏成化譜	1	14	b	
E401567	柳之潤	유지윤	Yu Chiyun	柳之閏		晋州 柳	護軍	安東權氏成化譜	1	14	b	
E401572	柳殖	유식	Yu Sik			晋州 柳	上護軍	安東權氏成化譜	1	14	b	
E402230	朴自安	박자안	Pak Chaan	朴子安		咸陽 朴	都摠制	安東權氏成化譜	1	14	b	
E503054	李洌	이렬	Yi Ryŏl			全州 李		安東權氏成化譜	1	14	b	
EA01888	李楑	이규	Yi Kyu				 	安東權氏成化譜	1	14	b	
EA01889	李[木+呆]	이보	Yi Po				 	安東權氏成化譜	1	14	b	
EA02519	鄭延慶	정흥경	Chŏng Hŭnggyŏng	鄭興慶		海州 鄭	 	安東權氏成化譜	1	14	b	
b8a33507-08ae-4e94-92de-540d5aca01a6	田商山	전상산	Chŏn Sangsan			延安 田		安東權氏成化譜	1	15	a	
E103552	辛帶紅	신대홍	Sin Taehong			寧越 辛	縣監	安東權氏成化譜	1	15	a	
E103571	李恮	이전	Yi Chŏn			全州 李	茂松君	安東權氏成化譜	1	15	a	
E103576	韓永矴	한영정	Han Yŏngjŏng			淸州 韓		安東權氏成化譜	1	15	a	
E103616	金興復	김흥복	Kim Hŭngbok			義城 金	護軍	安東權氏成化譜	1	15	a	
E103617	金會	김예	Kim Ye			義城 金	司正	安東權氏成化譜	1	15	a	
E103619	金畜	김치	Kim Ch'i	金甾		義城 金	司正	安東權氏成化譜	1	15	a	
E103626	宋文琳	송문림	Song Mullim	宋文林		礪山 宋	礪山君	安東權氏成化譜	1	15	a	
E103627	金申復	김신복	Kim Sinbok			義城 金	護軍	安東權氏成化譜	1	15	a	
E103628	金相	김상	Kim Sang			義城 金	監察	安東權氏成化譜	1	15	a	
E103629	金子儀	김자의	Kim Chaŭi			義城 金	進士	安東權氏成化譜	1	15	a	
E103639	田佐命	전좌명	Chŏn Chwamyŏng			延安 田	副丞	安東權氏成化譜	1	15	a	
E103641	洪利用	홍이용	Hong Iyong			南陽 洪	府使	安東權氏成化譜	1	15	a	
E103644	尹壕	윤호	Yun Ho			坡平 尹		安東權氏成化譜	1	15	a	
E204362	田裕	전유	Chŏn Yu			延安 田		安東權氏成化譜	1	15	a	
E303682	金㠝	김찬	Kim Ch'an			延安 金		安東權氏成化譜	1	15	a	
E400660	金樽	김준	Kim Chun			義城 金	縣監	安東權氏成化譜	1	15	a	
E400987	閔麤	민추	Min Ch'u			驪興 閔		安東權氏成化譜	1	15	a	
E400988	閔無咎	민무구	Min Mugu			驪興 閔	驪江君	安東權氏成化譜	1	15	a	
E402235	金英烈	김영렬	Kim Yŏngnyŏl			義城 金	密直 義城君	安東權氏成化譜	1	15	a	
E402237	田萬用	전만용	Chŏn Manyong			延安 田	典醫	安東權氏成化譜	1	15	a	
E402239	高永壽	고영수	Ko Yŏngsu				少尹	安東權氏成化譜	1	15	a	
E402241	金永[彐+軍]	김영휘	Kim Yŏnghwi				摠郞	安東權氏成化譜	1	15	a	
E402243	權正濡	권정수	Kwŏn Chŏngsu				 	安東權氏成化譜	1	15	a	
EB01024	李純之	이순지	Yi Sunji			陽城 李		安東權氏成化譜	1	15	a	
E103653	金益精	김익정	Kim Ikchŏng			安東 金	吏曹參判	安東權氏成化譜	1	15	b	
E103655	宋翠	송취	Song Ch'wi			鎭川 宋	僉知	安東權氏成化譜	1	15	b	
E103657	成三錫	성삼석	Sŏng Samsŏk	成三顧		昌寧 成	 	安東權氏成化譜	1	15	b	
E103658	宋善孝	송선효	Song Sŏnhyo			鎭川 宋		安東權氏成化譜	1	15	b	
E103660	宋善文	송선문	Song Sŏnmun			鎭川 宋	生員	安東權氏成化譜	1	15	b	
E103663	柳漢卿	유한경	Yu Han'gyŏng				 	安東權氏成化譜	1	15	b	
E103665	金福寧	김복녕	Kim Pongnyŏng			安東 金	司果	安東權氏成化譜	1	15	b	
E103667	金壽寧	김수녕	Kim Sunyŏng			安東 金	福昌君	安東權氏成化譜	1	15	b	
E103671	金鑛	김광	Kim Kwang			安東 金	大護軍	安東權氏成化譜	1	15	b	
E103672	金德寧	김덕녕	Kim Tŏngnyŏng			安東 金	 	安東權氏成化譜	1	15	b	
E103674	金命寧	김명녕	Kim Myŏngnyŏng			安東 金	 	安東權氏成化譜	1	15	b	
E103685	崔漢元	최한무	Ch'oe Hanmu				正字	安東權氏成化譜	1	15	b	
E103692	黃季粹	황계수	Hwang Kyesu			紆州 黃	郡守	安東權氏成化譜	1	15	b	
E103693	黃沃錫	황옥석	Hwang Oksŏk			紆州 黃	生員	安東權氏成化譜	1	15	b	
E103694	黃殷錫	황은석	Hwang Ŭnsŏk			紆州 黃	 	安東權氏成化譜	1	15	b	
E201514	崔灌	최관	Ch'oe Kwan			慶州 崔	修撰	安東權氏成化譜	1	15	b	
E203247	金烱	김형	Kim Hyŏng	金泂		安東 金	司直	安東權氏成化譜	1	15	b	
E301926	金富寧	김부녕	Kim Punyŏng			安東 金	 	安東權氏成化譜	1	15	b	
E400260	柳殷之	유은지	Yu Ŭnji			文化 柳		安東權氏成化譜	1	15	b	
E400526	權湛	권담	Kwŏn Tam			安東 權	府尹	安東權氏成化譜	1	15	b	
E402244	權澄	권징	Kwŏn Ching			安東 權	判牧使	安東權氏成化譜	1	15	b	
E402245	權澣	권한	Kwŏn Han			安東 權	判事	安東權氏成化譜	1	15	b	
E701591	李埴	이식	Yi Sik			慶州 李		安東權氏成化譜	1	15	b	
E902033	金潚	김숙	Kim Suk			安東 金	僉知	安東權氏成化譜	1	15	b	
E903019	安盤石	안반석	An Pansŏk			順興 安		安東權氏成化譜	1	15	b	
EA02781	宋善忠	송선충	Song Sŏnch'ung			鎭川 宋	縣監	安東權氏成化譜	1	15	b	
EC01508	任耀門	임요문	Im Yomun			豊川 任	判官	安東權氏成化譜	1	15	b	
E103696	梁九疇	양구주	Yang Kuju			南原 梁	禮賓寺尹	安東權氏成化譜	1	16	a	
E103697	梁琥	양호	Yang Ho			南原 梁	主簿	安東權氏成化譜	1	16	a	
E103718	梁璘	양린	Yang Rin			南原 梁	司直	安東權氏成化譜	1	16	a	
E103727	梁瑗	양원	Yang Wŏn			南原 梁	縣監	安東權氏成化譜	1	16	a	
E202009	梁琦	양기	Yang Ki			南原 梁	司勇	安東權氏成化譜	1	16	a	
E202010	梁信之	양신지	Yang Sinji			南原 梁	上將	安東權氏成化譜	1	16	a	
E300486	梁泂	양형	Yang Hyŏng			南原 梁	司勇	安東權氏成化譜	1	16	a	
E300487	梁瓚	양찬	Yang Ch'an			南原 梁	僉知	安東權氏成化譜	1	16	a	
E302494	洪師悌	홍사제	Hong Saje			南陽 洪		安東權氏成化譜	1	16	a	
E804245	梁治	양치	Yang Ch'i			南原 梁	司正	安東權氏成化譜	1	16	a	
E804281	梁濟	양제	Yang Che			南原 梁		安東權氏成化譜	1	16	a	
E804303	梁潤	양윤	Yang Yun			南原 梁	司勇	安東權氏成化譜	1	16	a	
E804367	梁潔	양결	Yang Kyŏl			南原 梁	司勇	安東權氏成化譜	1	16	a	
E804378	梁活	양활	Yang Hwal			南原 梁		安東權氏成化譜	1	16	a	
EA00473	梁琇	양수	Yang Su			南原 梁	主簿	安東權氏成化譜	1	16	a	
EA01311	梁誠之	양성지	Yang Sŏngji			南原 梁	判書 南原君	安東權氏成化譜	1	16	a	
EA03189	李發	이발	Yi Pal				司勇	安東權氏成化譜	1	16	a	
D402247	韓休	한휴	Han Hyu	韓烋		淸州 韓	護軍	安東權氏成化譜	1	16	b	
E103609	明 永樂帝	명 영락제	Myŏng Yŏngnakche					安東權氏成化譜	1	16	b	
E103687	崔季男	최계남	Ch'oe Kyenam				縣監	安東權氏成化譜	1	16	b	
E103698	權愼	권신	Kwŏn Sin			安東 權	直長	安東權氏成化譜	1	16	b	
E103699	權粹	권수	Kwŏn Su			安東 權	司正	安東權氏成化譜	1	16	b	
E103701	朴種	박종	Pak Chong				察訪	安東權氏成化譜	1	16	b	
E103702	朴薰	박훈	Pak Hun				別提	安東權氏成化譜	1	16	b	
E103704	孫沔	손면	Son Myŏn			密陽 孫	都事	安東權氏成化譜	1	16	b	
E103706	許浩	허호	Hŏ Ho				殿直	安東權氏成化譜	1	16	b	
E103708	鄭允厚	정윤후	Chŏng Yunhu	鄭尹厚		東萊 鄭	少尹	安東權氏成化譜	1	16	b	
E103710	宋希璟	송희경	Song Hŭigyŏng				判事	安東權氏成化譜	1	16	b	
E103711	宋壽之	송수지	Song Suji				錄事	安東權氏成化譜	1	16	b	
E103712	宋石之	송석지	Song Sŏkchi				 	安東權氏成化譜	1	16	b	
E103714	安愚	안우	An U				內直	安東權氏成化譜	1	16	b	
E103715	宋玉之	송옥지	Song Okchi				 	安東權氏成化譜	1	16	b	
E103717	禹埨	우륜	U Ryun				司直	安東權氏成化譜	1	16	b	
E103733	安復志	안복지	An Pokchi			竹山 安	府使	安東權氏成化譜	1	16	b	
E103734	安追祖	안추조	An Ch'ujo			竹山 安	司勇	安東權氏成化譜	1	16	b	
E103736	安繼祖	안계조	An Kyejo			竹山 安	 	安東權氏成化譜	1	17	a	
E103738	元昇	원승	Wŏn Sŭng			原州 元	護軍	安東權氏成化譜	1	17	a	
E103740	李始生	이시생	Yi Sisaeng			仁川 李	 	安東權氏成化譜	1	17	a	
E103742	洪善文	홍선문	Hong Sŏnmun				內直	安東權氏成化譜	1	17	a	
E103748	洪泰山	홍태산	Hong T'aesan				 	安東權氏成化譜	1	17	a	
E103758	權楝	권동	Kwŏn Tong					安東權氏成化譜	1	17	a	
E103760	閔孝萊	민효래	Min Hyorae			驪興 閔	司正	安東權氏成化譜	1	17	a	
E103761	趙藩	조번	Cho Pŏn			楊州 趙		安東權氏成化譜	1	17	a	
E103764	申允底	신윤저	Sin Yunjŏ			平山 申	監正	安東權氏成化譜	1	17	a	
E103765	趙蘺	조리	Cho Ri			楊州 趙		安東權氏成化譜	1	17	a	
E103767	趙鈍	조현	Cho Hyŏn	趙顯		楊州 趙		安東權氏成化譜	1	17	a	
E206864	辛雍	신옹	Sin Ong				護軍	安東權氏成化譜	1	17	a	
E206866	金謹獨	김근독	Kim Kŭndok			彦陽 金	司直	安東權氏成化譜	1	17	a	
E206868	閔殷元	민녕	Min Nyŏng	閔寧		驪興 閔	司勇	安東權氏成化譜	1	17	a	
E400649	韓孟復	한숙	Han Suk	韓淑		淸州 韓	中郞將	安東權氏成化譜	1	17	a	
E800255	柳之亨	유지형	Yu Chihyŏng			文化 柳		安東權氏成化譜	1	17	a	The name 柳之亨 was filled in using KJB 4.58b.
E902606	趙英	조영	Cho Yŏng	趙潁		楊州 趙		安東權氏成化譜	1	17	a	
E101394	龜城君	귀성군	Kwi Sŏnggun	李浚		全州 李		安東權氏成化譜	1	17	b	The source lists the prince with ◯◯ as a show of respect.
E103769	李粹彦	이수언	Yi Suŏn	李秀彦		廣州 李	舍人	安東權氏成化譜	1	17	b	The name 李粹彦 was filled in using KJB 4.58b.
E103770	趙薪	조신	Cho Sin			楊州 趙	 	安東權氏成化譜	1	17	b	
E103772	李孝長	이효장	Yi Hyojang			全州 李	開道令	安東權氏成化譜	1	17	b	
E103775	韓季復	한계복	Han Kyebok			淸州 韓	郡事	安東權氏成化譜	1	17	b	
E103777	韓伯倫	한백륜	Han Paengnyun			淸州 韓	靑川府院君	安東權氏成化譜	1	17	b	
E103780	韓叔倫	한숙륜	Han Sungnyun			淸州 韓	縣令	安東權氏成化譜	1	17	b	
E103782	元淳	원순	Wŏn Sun			原州 元	司果	安東權氏成化譜	1	17	b	
E300451	朝鮮 睿宗	조선 예종	Chosŏn Yejong	李晄		全州 李		安東權氏成化譜	1	17	b	
E303947	南孝元	남효원	Nam Hyowŏn			宜寧 南	參奉	安東權氏成化譜	1	17	b	
E804455	韓恒	한항	Han Hang			淸州 韓		安東權氏成化譜	1	17	b	
E804468	韓恂	한순	Han Sun			淸州 韓		安東權氏成化譜	1	17	b	
E804480	韓晰	한흔	Han Hŭn			淸州 韓		安東權氏成化譜	1	17	b	
E804489	韓忻	한변	Han Pyŏn			淸州 韓		安東權氏成化譜	1	17	b	
E900795	宋綸	송륜	Song Ryun			冶爐 宋		安東權氏成化譜	1	17	b	
E902877	閔察	민찰	Min Ch'al			驪興 閔	部將	安東權氏成化譜	1	17	b	
E902879	閔寬	민관	Min Kwan			驪興 閔	 	安東權氏成化譜	1	17	b	
EA00240	韓悅	한열	Han Yŏl			淸州 韓	縣監	安東權氏成化譜	1	17	b	
EC00151	韓昌	한창	Han Ch'ang			淸州 韓	僉知	安東權氏成化譜	1	17	b	
EC00999	韓懽	한환	Han Hwan			淸州 韓	參議	安東權氏成化譜	1	17	b	
E103784	曺喜	조희	Cho Hŭi			昌寧 曺	通贊	安東權氏成化譜	1	18	a	
E103786	閔晤	민오	Min O			驪興 閔		安東權氏成化譜	1	18	a	
E103791	韓黎	한려	Han Ryŏ			淸州 韓	僉知	安東權氏成化譜	1	18	a	
E103793	韓有倫	한유륜	Han Yuryun			淸州 韓	司直	安東權氏成化譜	1	18	a	
E103794	韓茂	한무	Han Mu			淸州 韓	護軍	安東權氏成化譜	1	18	a	
E103796	金有全	김유전	Kim Yujŏn			水原 金	 	安東權氏成化譜	1	18	a	
E103798	文承宥	문승유	Mun Sŭngyu			密陽 文	主簿	安東權氏成化譜	1	18	a	
E103799	文郁	문욱	Mun Uk			密陽 文	 	安東權氏成化譜	1	18	a	
E103803	柳永修	유영수	Yu Yŏngsu			晋州 柳	縣監	安東權氏成化譜	1	18	a	
E103808	文節	문절	Mun Chŏl			密陽 文	進士	安東權氏成化譜	1	18	a	
E103829	韓厚倫	한후륜	Han Huryun			淸州 韓	 	安東權氏成化譜	1	18	a	
E103830	韓謹倫	한근륜	Han Kŭllyun			淸州 韓	 	安東權氏成化譜	1	18	a	
E302520	洪允澄	홍윤징	Hong Yunjing			南陽 洪		安東權氏成化譜	1	18	a	
